AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
8.28,0.78,5.38,6.09,4.67,4.81,2.26,7.71,7.57,9.13,1.98,8.35,3.26,3.89,4.32,7.36,4.81,6.02,0.21,3.11
11.0,0.96,5.26,6.46,5.5,4.07,1.67,3.83,5.02,7.42,2.87,7.42,3.59,3.11,3.11,7.42,8.13,4.78,2.63,5.74
7.35,7.35,2.94,7.35,5.88,0.0,0.0,1.47,7.35,11.76,4.41,5.88,5.88,7.35,2.94,7.35,2.94,4.41,1.47,5.88
7.5,8.75,5.0,2.5,2.5,3.75,2.5,6.25,11.25,8.75,7.5,3.75,2.5,5.0,3.75,7.5,0.0,8.75,0.0,2.5
5.71,0.0,4.29,0.0,4.29,10.0,1.43,4.29,1.43,24.29,5.71,1.43,1.43,5.71,8.57,4.29,4.29,7.14,0.0,5.71
6.97,0.54,7.24,5.09,4.29,7.51,2.41,6.17,3.75,8.85,2.14,5.36,6.97,2.41,3.49,6.43,6.7,7.24,0.8,5.63
4.68,0.96,4.8,3.72,3.84,9.6,0.96,5.28,5.64,9.12,1.8,7.32,4.2,4.68,4.92,9.0,6.6,5.28,1.8,5.76
7.73,3.38,6.76,3.86,2.9,8.7,1.45,1.45,3.38,10.63,2.42,4.35,5.31,4.83,12.56,9.66,2.42,4.83,0.97,2.42
4.8,3.6,5.71,4.2,3.0,12.91,3.3,3.0,3.0,6.61,1.8,4.5,4.2,6.61,5.71,5.41,5.11,11.11,2.7,2.7
2.33,9.3,4.65,5.81,2.33,9.3,1.16,1.16,10.47,11.63,3.49,1.16,2.33,3.49,0.0,3.49,6.98,9.3,3.49,8.14
5.17,2.33,3.36,7.75,2.07,5.94,3.1,4.39,8.01,6.2,1.29,5.94,3.62,3.62,3.62,9.82,7.75,9.56,1.81,4.65
5.21,1.1,6.1,7.05,4.04,6.71,2.81,6.51,6.99,7.74,1.99,4.66,4.93,3.7,3.9,7.95,5.68,6.03,2.19,4.73
1.32,0.88,6.18,8.61,3.75,3.53,2.21,11.48,13.47,7.51,1.77,8.39,3.75,2.65,3.31,3.53,3.09,3.75,1.77,9.05
9.38,0.0,2.68,2.23,6.7,5.36,0.45,8.48,2.23,14.29,4.46,1.34,3.57,3.57,4.46,9.82,4.91,9.82,2.23,4.02
10.61,0.0,9.09,12.12,1.52,3.03,0.0,7.58,4.55,6.06,3.03,1.52,3.03,4.55,13.64,4.55,7.58,4.55,3.03,0.0
8.33,8.33,4.76,5.95,2.38,4.76,1.19,5.95,4.76,11.9,5.95,3.57,2.38,1.19,11.9,7.14,3.57,4.76,0.0,1.19
2.86,10.0,10.0,4.29,10.0,5.71,4.29,4.29,5.71,5.71,2.86,0.0,5.71,1.43,7.14,5.71,2.86,7.14,0.0,4.29
12.73,0.36,2.55,5.45,2.18,5.82,1.09,5.82,5.82,8.36,3.27,5.45,3.27,2.55,5.45,9.82,5.45,8.36,2.55,3.64
5.0,0.67,5.33,7.33,3.0,6.33,2.0,5.33,6.67,6.0,2.67,3.67,3.67,3.67,4.33,7.67,10.33,9.67,2.0,4.67
5.65,3.23,7.26,8.06,4.84,2.42,3.23,6.45,6.45,12.1,2.42,9.68,2.42,4.03,3.23,6.45,4.03,1.61,1.61,4.84
9.62,3.85,7.69,1.92,1.92,5.77,0.0,1.92,5.77,19.23,9.62,0.0,3.85,1.92,1.92,9.62,1.92,11.54,0.0,1.92
5.61,11.21,7.48,5.61,1.87,8.41,0.93,1.87,6.54,6.54,1.87,3.74,8.41,1.87,5.61,5.61,4.67,10.28,0.93,0.93
16.79,2.19,7.3,5.84,1.46,5.11,5.11,6.57,0.73,8.76,0.73,1.46,2.92,2.92,7.3,4.38,5.84,8.76,2.92,2.92
8.44,0.44,6.22,4.89,3.11,8.0,3.11,7.56,5.33,6.67,1.78,3.11,9.33,4.0,3.56,4.89,3.56,8.44,3.11,4.44
12.23,1.18,6.11,5.72,3.75,9.86,1.38,4.73,2.17,10.06,3.55,2.17,5.52,3.35,8.28,6.51,3.35,6.71,0.99,2.37
8.82,7.35,7.35,1.47,2.94,1.47,2.94,5.88,4.41,10.29,1.47,0.0,8.82,4.41,7.35,8.82,2.94,5.88,1.47,5.88
8.16,1.55,6.8,6.6,3.69,7.18,2.33,4.08,4.85,11.84,1.36,3.3,4.85,4.27,4.85,9.13,5.44,6.21,1.17,2.33
18.0,0.0,7.0,5.0,1.0,4.0,4.0,6.0,2.0,6.0,2.0,4.0,3.0,8.0,11.0,7.0,2.0,5.0,1.0,4.0
9.76,9.76,4.88,1.22,6.1,9.76,1.22,2.44,6.1,8.54,1.22,3.66,6.1,3.66,4.88,3.66,2.44,7.32,2.44,4.88
0.0,14.04,3.51,3.51,7.02,3.51,5.26,1.75,8.77,7.02,3.51,3.51,7.02,3.51,3.51,7.02,10.53,5.26,0.0,1.75
10.73,4.52,6.78,4.52,2.26,10.17,0.56,8.47,6.78,5.65,1.13,4.52,4.52,2.82,8.47,4.52,3.39,4.52,2.82,2.82
6.06,2.02,5.05,7.07,3.03,4.04,1.01,5.05,4.04,9.09,6.06,3.03,8.08,2.02,6.06,11.11,6.06,4.04,2.02,5.05
6.17,3.08,6.61,6.17,2.64,7.05,1.76,2.64,5.29,8.37,2.2,2.64,3.52,4.41,9.25,9.25,5.73,9.25,0.88,3.08
10.27,1.14,7.98,12.17,4.18,3.8,1.52,4.94,4.56,9.13,3.04,2.66,2.66,6.46,7.98,2.66,4.56,6.84,1.52,1.9
9.66,0.69,2.07,3.45,6.9,17.93,2.76,4.14,1.38,12.41,0.69,0.69,3.45,4.14,5.52,9.66,5.52,5.52,0.69,2.76
8.15,0.94,7.52,6.9,1.88,12.85,3.76,10.66,6.27,7.21,1.57,1.57,2.51,2.51,5.64,4.39,5.33,7.52,0.31,2.51
6.92,1.89,5.97,7.86,3.77,4.09,3.14,2.2,5.03,7.86,2.52,3.46,5.03,6.29,5.97,10.06,10.06,5.35,0.31,2.2
9.42,0.9,6.73,4.93,4.93,3.59,2.24,6.28,6.28,9.42,2.69,4.93,6.73,3.59,3.14,5.83,5.38,5.38,0.9,6.73
10.0,0.0,5.33,6.67,2.0,7.33,0.0,8.0,8.67,6.67,2.67,4.0,2.67,5.33,4.67,8.0,5.33,7.33,0.0,5.33
4.96,4.26,3.9,4.61,4.26,8.87,4.96,3.9,3.55,12.41,2.48,3.19,4.26,5.32,2.84,8.51,6.38,7.09,2.13,2.13
4.92,6.56,5.74,10.66,8.2,6.56,2.46,9.02,10.66,5.74,1.64,4.92,3.28,3.28,4.1,5.74,4.92,1.64,0.0,0.0
2.27,6.82,9.09,5.68,3.41,9.09,0.0,4.55,6.82,10.23,3.41,5.68,4.55,2.27,2.27,7.95,4.55,5.68,1.14,4.55
5.0,13.33,0.0,1.67,1.67,3.33,1.67,15.0,6.67,8.33,6.67,6.67,3.33,3.33,6.67,8.33,3.33,1.67,0.0,3.33
14.29,1.19,2.38,7.14,1.19,3.57,1.19,9.52,10.71,14.29,2.38,2.38,3.57,3.57,0.0,5.95,4.76,8.33,1.19,2.38
1.56,1.56,3.12,18.75,1.56,7.81,0.0,17.19,17.19,9.38,1.56,3.12,3.12,0.0,0.0,4.69,1.56,6.25,0.0,1.56
5.29,2.75,4.65,6.24,3.81,6.34,4.12,4.12,5.39,7.72,3.17,4.76,5.5,5.07,6.66,10.25,5.07,5.29,1.06,2.75
5.72,1.69,4.66,3.81,3.18,8.26,2.75,7.84,3.39,8.47,1.48,6.99,5.3,3.18,3.6,9.53,7.63,5.51,2.33,4.66
5.54,3.44,5.32,5.32,4.1,5.54,2.99,4.43,6.21,7.32,1.66,4.99,5.43,4.88,6.21,10.75,5.99,5.43,1.11,3.33
18.18,1.14,7.95,4.55,0.0,5.68,3.41,2.27,3.41,9.09,5.68,4.55,2.27,1.14,9.09,3.41,10.23,5.68,1.14,1.14
6.97,1.74,8.36,8.01,3.83,9.76,2.79,4.88,5.23,5.92,3.14,5.23,4.53,4.53,8.36,5.23,1.74,4.53,0.7,4.53
8.95,3.06,6.33,5.9,4.59,6.11,1.75,5.46,3.93,7.64,2.62,5.02,3.06,4.8,5.9,13.76,4.59,4.8,0.22,1.53
18.52,0.85,3.7,5.98,3.99,9.69,1.14,3.42,1.71,11.68,1.99,1.99,7.41,3.13,8.26,3.42,4.56,6.55,0.57,1.42
8.22,12.33,5.48,4.11,4.11,6.85,1.37,4.11,6.85,6.85,1.37,5.48,1.37,4.11,6.85,5.48,2.74,9.59,1.37,1.37
6.85,6.85,6.85,5.48,5.48,8.22,2.05,3.42,10.27,9.59,2.05,4.11,4.11,4.79,3.42,1.37,4.11,7.53,0.68,2.74
2.78,11.11,4.17,2.78,2.78,2.78,2.78,5.56,4.17,4.17,5.56,2.78,5.56,5.56,2.78,13.89,5.56,9.72,1.39,4.17
9.42,0.0,6.73,7.32,2.69,6.88,1.94,5.83,12.11,6.13,1.64,3.89,3.59,3.74,3.44,6.13,6.73,6.28,0.9,4.63
6.58,5.26,3.95,6.58,2.63,7.89,5.26,2.63,1.32,18.42,2.63,1.32,6.58,5.26,7.89,3.95,3.95,2.63,1.32,3.95
8.13,1.63,4.88,3.25,2.44,8.94,1.63,8.94,5.69,5.69,3.25,6.5,2.44,2.44,4.07,8.94,7.32,8.13,1.63,4.07
4.05,16.22,8.11,5.41,0.0,8.11,0.0,2.7,4.05,4.05,1.35,1.35,2.7,5.41,12.16,6.76,1.35,5.41,6.76,4.05
8.1,0.14,5.56,6.97,3.3,6.74,1.74,6.45,8.2,9.0,2.26,5.65,3.72,4.76,5.23,7.02,5.79,4.85,1.13,3.39
5.93,0.0,5.19,11.85,3.7,2.96,2.22,8.89,7.41,5.19,4.44,2.22,4.44,5.19,10.37,10.37,3.7,4.44,0.74,0.74
6.02,0.38,6.02,4.51,6.77,4.51,2.63,3.38,5.26,10.15,1.88,6.02,3.38,2.26,3.76,15.41,7.14,6.77,0.75,3.01
7.94,0.71,4.94,6.53,3.35,8.29,3.0,6.35,7.05,7.23,1.59,5.29,4.06,2.82,3.17,9.52,5.29,8.64,0.88,3.35
7.38,0.43,5.67,10.92,3.26,8.37,1.56,8.23,7.52,8.23,2.7,2.55,3.55,3.97,5.11,5.96,4.54,8.79,0.14,1.13
12.82,0.51,2.05,2.56,3.59,19.49,0.0,2.56,2.05,14.36,3.08,2.56,4.62,2.05,4.62,8.72,4.1,7.69,0.51,2.05
10.57,0.0,11.09,4.6,5.0,12.81,0.46,7.35,1.15,9.13,0.4,7.18,3.22,2.41,1.26,6.72,7.01,7.75,0.57,1.32
8.71,0.65,6.1,6.54,3.92,6.32,0.87,4.79,5.45,9.59,2.83,2.83,7.41,3.05,5.23,9.8,7.19,4.79,1.31,2.61
4.92,13.11,5.46,1.64,2.19,13.11,1.64,5.46,7.65,3.28,2.19,2.19,6.56,4.37,4.92,4.92,7.1,4.37,2.19,2.73
6.2,0.18,7.86,9.03,3.5,6.94,1.17,7.25,6.57,7.8,1.54,9.21,2.89,2.58,2.89,6.7,5.77,6.27,1.54,4.12
9.57,7.45,3.19,5.32,5.32,9.57,0.0,5.32,8.51,8.51,5.32,5.32,2.13,1.06,3.19,4.26,4.26,7.45,3.19,1.06
13.24,1.62,4.86,7.84,3.24,9.19,2.43,2.97,2.97,9.73,2.7,1.62,3.24,4.59,4.59,9.46,4.59,7.03,0.27,3.78
3.88,1.79,3.88,7.76,4.18,6.57,2.69,6.87,5.67,5.97,1.49,6.57,2.99,3.58,3.88,9.55,9.85,8.06,0.9,3.88
6.99,2.18,3.06,2.84,5.46,3.49,2.84,6.11,4.37,16.16,4.59,3.49,4.8,4.15,3.93,6.77,4.15,6.99,2.84,4.8
3.7,0.0,6.17,12.35,0.0,7.41,0.0,8.64,1.23,9.88,1.23,1.23,8.64,1.23,18.52,1.23,8.64,9.88,0.0,0.0
11.13,0.78,6.64,2.54,5.27,9.18,1.56,4.1,3.52,8.2,1.37,5.47,4.69,3.91,2.93,8.59,6.45,8.01,1.17,4.49
6.06,9.09,3.03,4.55,3.03,3.03,3.03,6.06,6.06,9.09,4.55,1.52,4.55,6.06,4.55,9.09,3.03,10.61,1.52,1.52
8.14,0.0,3.62,8.14,3.62,7.24,0.9,4.07,2.26,10.86,2.71,4.07,3.62,8.6,7.69,5.88,4.52,7.69,3.62,2.71
18.52,0.0,9.63,5.19,1.48,3.7,0.74,6.67,0.0,10.37,2.22,0.74,2.96,2.22,9.63,5.19,8.89,10.37,1.48,0.0
3.78,0.0,6.09,10.29,3.99,5.88,2.52,7.14,10.92,9.66,1.68,6.51,2.94,3.78,3.57,6.51,3.15,5.04,0.63,5.88
15.09,6.29,5.03,3.14,2.52,12.58,1.26,2.52,1.89,7.55,3.77,1.89,5.03,3.14,6.92,5.03,3.14,9.43,0.63,3.14
5.06,1.27,6.33,3.8,8.86,2.53,0.0,3.8,12.66,17.72,5.06,2.53,2.53,3.8,7.59,7.59,0.0,5.06,0.0,3.8
1.38,0.69,5.52,11.03,6.21,5.52,4.14,6.21,6.21,8.97,2.76,7.59,3.45,1.38,0.69,10.34,4.14,6.21,2.76,4.83
7.32,0.81,8.13,11.38,8.94,6.5,0.0,4.88,6.5,6.5,2.44,5.69,2.44,4.07,2.44,7.32,3.25,7.32,0.81,3.25
6.69,1.0,5.12,6.54,5.41,5.55,2.13,5.12,7.82,8.25,1.71,4.69,3.98,4.55,4.13,8.68,6.12,6.97,1.42,4.13
4.55,0.0,3.03,18.18,0.0,3.03,0.0,9.09,4.55,12.12,1.52,3.03,4.55,1.52,18.18,7.58,0.0,7.58,0.0,1.52
8.71,1.33,6.48,5.97,4.13,5.91,2.8,5.47,3.37,9.95,1.94,3.21,5.08,4.86,5.56,7.24,6.39,7.94,1.05,2.61
3.79,0.76,5.3,15.15,1.52,4.55,0.76,7.58,7.58,13.64,3.03,3.79,2.27,0.76,6.82,6.06,1.52,10.61,0.76,3.79
0.0,19.05,7.14,4.76,4.76,11.9,4.76,2.38,0.0,4.76,0.0,2.38,4.76,2.38,7.14,11.9,2.38,2.38,4.76,2.38
4.52,2.26,2.26,2.82,6.21,10.73,3.95,4.52,9.04,10.17,1.69,2.26,6.21,2.82,2.82,11.3,5.65,6.21,3.39,1.13
6.54,11.21,1.87,5.61,2.8,12.15,2.8,4.67,7.48,9.35,0.93,5.61,2.8,4.67,5.61,5.61,0.93,7.48,0.93,0.93
13.95,9.3,18.6,2.33,0.0,2.33,2.33,6.98,0.0,9.3,4.65,4.65,2.33,0.0,2.33,13.95,4.65,2.33,0.0,0.0
8.94,8.94,7.32,10.57,1.63,0.81,3.25,2.44,8.13,8.94,1.63,6.5,3.25,3.25,2.44,6.5,3.25,6.5,2.44,3.25
5.24,0.0,3.23,7.26,7.26,4.84,1.21,12.9,6.85,8.06,2.02,6.05,1.61,3.23,4.03,6.05,5.65,8.47,2.02,4.03
9.2,2.04,5.11,4.91,3.48,5.73,4.09,4.7,4.29,11.45,3.27,3.68,5.73,3.27,7.77,5.93,4.09,5.32,2.25,3.68
15.38,0.0,4.62,6.15,0.0,6.15,0.0,0.0,4.62,13.85,1.54,0.0,4.62,3.08,13.85,4.62,13.85,7.69,0.0,0.0
7.88,0.96,5.19,6.15,5.0,5.19,4.04,6.35,5.96,9.81,1.73,2.69,5.96,1.73,6.35,5.38,6.73,7.12,0.58,5.19
9.52,3.17,11.11,3.17,1.59,9.52,0.0,1.59,3.17,7.94,4.76,3.17,6.35,6.35,6.35,3.17,4.76,11.11,3.17,0.0
3.96,0.0,4.85,5.73,4.41,7.49,2.64,7.05,16.3,9.69,1.76,4.85,1.32,3.52,3.52,5.73,5.73,5.73,0.0,5.73
5.75,10.34,2.3,5.75,2.3,10.34,0.0,2.3,11.49,8.05,2.3,6.9,4.6,1.15,0.0,8.05,5.75,2.3,3.45,6.9
3.68,0.74,5.15,11.03,5.15,3.68,1.47,14.71,16.18,11.03,1.47,2.21,1.47,2.21,4.41,3.68,2.94,3.68,0.74,4.41
6.42,0.0,4.59,8.26,4.59,6.42,0.92,5.5,2.75,8.26,4.59,3.67,2.75,4.59,5.5,14.68,2.75,9.17,1.83,2.75
6.57,10.95,5.11,4.38,2.92,8.03,0.73,5.11,5.84,6.57,2.92,5.84,5.11,3.65,4.38,8.03,2.92,8.76,0.0,2.19
2.7,10.81,5.41,4.05,4.05,9.46,2.7,5.41,6.76,6.76,2.7,6.76,5.41,4.05,1.35,8.11,8.11,2.7,0.0,2.7
11.83,1.78,7.1,3.55,5.33,6.51,2.96,3.55,3.55,12.43,1.78,2.96,8.88,2.96,5.33,4.73,5.92,4.73,1.18,2.96
8.27,2.84,5.67,7.09,4.26,6.62,1.18,4.49,4.96,7.8,2.13,3.31,4.73,1.89,8.04,8.98,4.49,7.33,0.47,5.44
9.21,7.89,6.58,2.63,5.26,7.89,2.63,2.63,5.26,9.21,1.32,6.58,3.95,1.32,6.58,5.26,6.58,6.58,0.0,2.63
3.12,12.5,7.81,3.12,1.56,20.31,1.56,0.0,6.25,0.0,0.0,6.25,0.0,3.12,6.25,9.38,9.38,6.25,1.56,1.56
11.15,0.77,6.15,12.69,2.31,3.85,1.15,5.77,7.31,10.0,2.69,4.62,2.69,2.31,5.38,7.69,4.62,3.85,0.77,4.23
12.75,1.31,6.21,5.56,4.9,8.17,1.31,4.58,4.9,8.82,1.96,3.59,4.9,2.29,4.9,7.52,5.56,6.86,1.63,2.29
4.55,6.82,6.82,4.55,1.14,4.55,2.27,2.27,6.82,10.23,2.27,5.68,5.68,4.55,6.82,5.68,9.09,7.95,0.0,2.27
4.26,9.57,4.26,5.32,5.32,3.19,4.26,3.19,2.13,8.51,5.32,2.13,2.13,4.26,8.51,14.89,6.38,5.32,1.06,0.0
7.5,11.25,6.25,5.0,7.5,6.25,1.25,5.0,3.75,6.25,1.25,5.0,2.5,1.25,6.25,5.0,6.25,5.0,2.5,5.0
6.41,0.64,7.05,5.13,2.56,5.77,2.56,8.33,5.13,10.26,1.92,4.49,5.13,0.64,3.85,8.33,5.13,10.26,2.56,3.85
5.82,1.06,4.23,5.82,7.94,5.29,2.12,3.17,7.41,4.23,3.17,5.82,4.23,4.23,1.59,11.11,6.35,10.05,1.06,5.29
3.84,0.96,11.66,8.5,4.39,6.31,2.33,5.76,7.41,8.09,1.78,7.54,3.7,2.47,2.19,9.6,4.25,4.53,1.51,3.16
5.18,0.16,6.96,5.34,5.66,3.88,1.94,8.58,7.61,10.84,1.29,9.22,3.24,3.07,2.91,5.83,5.99,4.69,0.81,6.8
4.85,0.44,4.85,9.69,3.96,4.85,1.76,7.05,8.81,11.01,3.52,3.52,4.85,1.76,5.29,5.29,3.96,10.13,2.2,2.2
5.71,5.24,3.81,6.19,5.24,3.81,2.86,4.76,5.24,10.95,1.43,4.29,3.81,6.19,3.81,7.14,5.24,9.05,1.9,3.33
0.0,12.7,6.35,1.59,3.17,3.17,0.0,1.59,19.05,14.29,1.59,4.76,7.94,0.0,3.17,4.76,7.94,4.76,0.0,3.17
12.94,0.0,5.88,8.24,2.35,10.59,1.18,4.71,2.35,9.41,1.18,2.35,3.53,1.18,14.12,7.06,5.88,7.06,0.0,0.0
6.25,2.44,3.94,7.67,3.46,5.97,3.33,3.46,4.75,13.92,1.97,1.7,6.65,5.57,5.84,8.15,5.16,5.63,2.1,2.04
2.97,0.99,5.94,6.93,3.96,0.99,3.96,5.94,7.92,12.87,1.98,11.88,4.95,1.98,5.94,6.93,0.99,2.97,0.0,9.9
7.82,2.06,4.87,4.42,4.72,6.64,1.92,5.6,6.34,6.78,2.36,5.6,5.31,3.83,5.01,8.41,7.08,7.67,0.88,2.65
18.62,2.07,8.28,4.83,2.07,4.83,2.07,4.14,1.38,8.97,2.07,0.69,4.83,0.69,8.97,6.21,7.59,10.34,0.0,1.38
7.49,0.62,6.86,6.4,3.43,5.46,2.5,6.55,6.08,9.36,2.81,4.84,3.74,5.46,4.06,7.33,6.24,5.46,0.94,4.37
6.33,8.86,5.06,2.53,2.53,16.46,0.0,3.8,2.53,10.13,2.53,1.27,2.53,7.59,10.13,2.53,7.59,3.8,0.0,3.8
15.91,0.1,6.57,6.26,1.95,9.34,2.26,1.54,2.05,11.91,0.92,0.62,6.26,3.29,9.55,3.08,8.11,7.08,1.95,1.23
6.67,7.62,5.71,7.62,2.86,9.52,0.95,4.76,2.86,8.57,1.9,3.81,7.62,0.0,4.76,3.81,6.67,8.57,1.9,3.81
13.68,0.0,2.56,5.13,3.42,3.42,0.85,3.42,5.98,8.55,5.13,5.13,2.56,4.27,4.27,7.69,6.84,12.82,1.71,2.56
4.92,9.84,1.64,3.28,4.92,8.2,3.28,9.84,9.84,9.84,3.28,4.92,0.0,3.28,3.28,4.92,1.64,9.84,0.0,3.28
6.43,1.18,5.25,8.29,2.37,4.74,2.2,3.89,9.48,10.83,2.2,4.57,3.72,4.4,6.77,9.14,3.89,5.92,2.37,2.37
2.5,10.0,2.5,7.5,5.0,6.25,2.5,5.0,8.75,15.0,3.75,2.5,1.25,2.5,6.25,8.75,6.25,1.25,2.5,0.0
16.47,0.87,3.47,5.49,4.62,6.07,2.02,6.07,1.16,10.12,3.47,1.45,4.34,2.31,8.67,5.78,7.8,5.2,1.45,3.18
14.73,0.78,3.88,5.43,2.33,6.98,4.65,4.65,0.78,11.63,1.55,1.55,4.65,3.88,7.75,3.88,5.43,13.18,0.78,1.55
5.19,5.19,4.25,7.08,2.36,5.66,3.3,2.83,9.91,8.49,2.36,4.25,5.19,3.3,8.96,8.49,3.77,4.72,2.36,2.36
4.89,0.3,5.78,4.15,4.89,4.44,1.78,8.74,5.33,6.81,1.63,9.63,4.59,4.15,4.44,6.22,9.19,5.33,1.63,6.07
7.43,5.41,5.41,4.73,7.43,8.78,2.7,2.7,5.41,6.76,2.7,6.08,1.35,2.7,1.35,8.78,6.08,6.76,5.41,2.03
10.34,0.94,6.58,5.64,5.96,8.78,3.13,4.39,1.57,7.21,1.88,2.19,9.09,5.64,8.46,3.76,4.08,6.27,1.88,2.19
6.67,0.67,6.0,10.0,5.33,4.0,2.0,8.67,6.67,6.0,1.33,5.33,2.0,7.33,1.33,6.67,5.33,8.0,1.33,5.33
9.2,1.47,5.49,5.98,4.07,6.59,3.38,6.23,3.74,9.89,2.4,3.62,4.27,3.01,5.58,8.63,5.74,6.76,1.51,2.44
8.26,0.84,6.24,5.23,3.54,7.42,2.02,4.55,3.71,10.46,2.02,5.06,7.08,3.37,5.06,8.43,5.56,4.72,1.52,4.89
4.0,1.71,6.29,7.43,2.29,1.71,1.71,10.86,10.29,10.29,5.14,4.0,3.43,4.0,2.86,5.14,8.57,6.29,0.57,3.43
4.41,10.29,5.88,7.35,2.94,8.82,1.47,4.41,8.82,11.76,1.47,4.41,4.41,2.94,1.47,10.29,4.41,2.94,0.0,1.47
4.44,20.0,0.0,4.44,6.67,4.44,2.22,11.11,2.22,4.44,0.0,8.89,0.0,4.44,11.11,6.67,2.22,2.22,0.0,4.44
2.2,1.4,6.09,6.69,3.39,7.29,2.79,8.88,7.78,6.09,1.8,7.98,3.79,2.5,3.49,8.98,4.89,6.19,1.9,5.89
5.56,1.39,6.94,8.33,2.78,0.0,1.39,5.56,9.72,12.5,4.17,4.17,2.78,1.39,8.33,6.94,6.94,4.17,1.39,5.56
4.88,0.0,8.54,9.76,1.22,3.66,2.44,9.76,7.32,9.76,2.44,7.32,7.32,1.22,3.66,3.66,3.66,9.76,3.66,0.0
9.09,6.49,3.9,6.49,1.3,5.19,0.0,10.39,3.9,14.29,3.9,6.49,3.9,1.3,2.6,11.69,3.9,5.19,0.0,0.0
13.29,0.0,8.39,2.8,3.5,5.59,4.2,6.99,1.4,13.99,0.7,2.1,5.59,2.8,6.29,3.5,8.39,4.2,2.8,3.5
7.23,7.23,14.46,4.82,2.41,6.02,0.0,4.82,9.64,9.64,3.61,1.2,4.82,1.2,6.02,4.82,1.2,8.43,0.0,2.41
9.39,0.15,4.73,3.21,4.43,8.7,2.21,5.11,5.11,8.7,1.45,11.6,2.06,4.05,3.36,7.94,7.63,5.8,0.84,3.51
10.39,1.8,4.85,6.65,2.22,5.4,3.74,3.88,2.77,12.19,3.05,1.94,7.06,4.43,6.51,9.0,5.12,6.23,0.42,2.35
10.1,0.96,6.25,7.21,3.37,5.29,0.96,5.77,3.85,12.5,2.4,5.77,5.29,3.85,6.73,3.85,3.85,5.77,3.85,2.4
5.62,10.11,4.49,2.25,5.62,3.37,2.25,5.62,3.37,7.87,1.12,4.49,15.73,0.0,12.36,1.12,2.25,6.74,3.37,2.25
10.48,0.27,7.26,6.99,3.76,6.99,1.08,6.45,3.49,9.68,2.15,2.69,6.18,2.42,7.26,5.65,5.38,9.68,0.0,2.15
9.77,1.86,4.19,2.33,3.26,7.91,0.47,2.79,5.12,9.3,3.72,2.79,4.65,3.26,6.51,7.44,9.77,10.7,0.93,3.26
8.06,1.61,5.65,4.84,2.42,4.84,1.61,7.26,3.23,12.1,1.61,4.84,5.65,4.84,8.06,6.45,7.26,5.65,0.81,3.23
3.51,0.81,5.14,5.95,5.68,5.95,1.62,8.92,4.05,5.95,2.16,7.3,5.95,3.51,3.78,8.65,10.81,3.78,0.81,5.68
6.1,0.0,4.88,24.39,1.22,1.22,0.0,10.98,14.63,17.07,1.22,3.66,2.44,1.22,2.44,2.44,2.44,2.44,0.0,1.22
6.87,3.05,2.29,9.16,4.58,6.87,3.82,6.11,9.92,6.87,3.05,3.82,4.58,3.05,5.34,6.11,3.82,8.4,0.0,2.29
6.08,0.38,3.04,4.56,5.7,3.04,2.28,11.41,3.8,8.37,1.52,12.17,4.18,5.7,3.04,6.46,6.46,7.6,1.14,3.04
6.84,1.98,4.8,6.54,6.24,5.94,1.24,5.94,4.21,10.95,3.42,4.06,5.05,3.32,5.45,7.63,5.79,6.24,1.58,2.77
6.69,1.86,4.83,4.46,4.83,4.46,4.46,8.55,6.69,7.06,1.86,9.67,4.46,2.23,4.46,5.58,5.58,6.32,2.23,3.72
9.18,0.0,3.06,10.2,6.12,4.08,0.0,7.14,5.1,9.18,2.04,7.14,3.06,5.1,4.08,9.18,7.14,4.08,0.0,4.08
12.0,1.0,5.0,8.0,3.0,10.0,4.0,8.0,2.0,8.0,2.0,0.0,5.0,3.0,10.0,3.0,1.0,9.0,2.0,4.0
12.51,0.12,5.8,3.22,1.35,14.13,0.75,3.07,2.16,12.0,0.99,4.78,1.68,6.22,4.69,8.33,10.22,5.41,0.93,1.62
7.87,1.5,6.37,8.43,2.43,5.99,1.69,3.56,7.3,10.3,2.43,3.93,4.12,3.37,6.55,7.68,3.37,8.43,1.12,3.56
5.26,0.0,0.0,1.75,12.28,3.51,3.51,15.79,3.51,15.79,3.51,1.75,3.51,0.0,1.75,10.53,3.51,8.77,3.51,1.75
4.81,10.58,3.85,3.85,2.88,8.65,4.81,3.85,5.77,14.42,1.92,1.92,7.69,2.88,3.85,8.65,3.85,4.81,0.96,0.0
6.81,1.43,7.53,6.81,6.45,7.17,3.23,6.09,6.81,8.24,1.43,3.94,3.23,1.79,4.66,5.38,5.73,7.17,1.43,4.66
4.76,19.05,4.76,2.38,0.0,7.14,0.0,7.14,11.9,0.0,2.38,9.52,2.38,4.76,2.38,7.14,4.76,0.0,7.14,2.38
4.69,15.62,4.69,7.81,0.0,4.69,3.12,3.12,7.81,6.25,0.0,9.38,4.69,3.12,7.81,4.69,6.25,1.56,1.56,3.12
3.3,9.89,6.59,4.4,4.4,4.4,1.1,3.3,5.49,10.99,5.49,6.59,0.0,6.59,3.3,6.59,7.69,6.59,0.0,3.3
